title, paper, data, n, type, year
Large-scale neural recordings with single-cell resolution in human cortex using high-density Neuropixels probes, https://doi.org/10.1101/2021.06.20.449152, https://datadryad.org/stash/dataset/doi:10.5061/dryad.d2547d840, 3, eCog, 2021
